,coauthored_relationship_from,coauthored_relationship_to
2950,authorID_30883_1041e_a4863_c3f87_d222c,authorID_9f484_139a2_7415a_e2e86_12bf6
2951,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_30883_1041e_a4863_c3f87_d222c
2952,authorID_30883_1041e_a4863_c3f87_d222c,authorID_98010_bd927_0f9b1_00b62_14a21
2953,authorID_98010_bd927_0f9b1_00b62_14a21,authorID_30883_1041e_a4863_c3f87_d222c
2954,authorID_30883_1041e_a4863_c3f87_d222c,authorID_6aac0_cf87a_32e63_15361_22c3f
2955,authorID_6aac0_cf87a_32e63_15361_22c3f,authorID_30883_1041e_a4863_c3f87_d222c
2956,authorID_30883_1041e_a4863_c3f87_d222c,authorID_82416_49609_f88cc_d2a0a_5b233
2957,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_30883_1041e_a4863_c3f87_d222c
2958,authorID_30883_1041e_a4863_c3f87_d222c,authorID_9512d_95d00_d61bd_ec03d_2b99d
2959,authorID_9512d_95d00_d61bd_ec03d_2b99d,authorID_30883_1041e_a4863_c3f87_d222c
2960,authorID_30883_1041e_a4863_c3f87_d222c,authorID_7b697_59630_f869f_27238_75f87
2961,authorID_7b697_59630_f869f_27238_75f87,authorID_30883_1041e_a4863_c3f87_d222c
2962,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_16dc3_68a89_b428b_24854_84313
2963,authorID_16dc3_68a89_b428b_24854_84313,authorID_9f484_139a2_7415a_e2e86_12bf6
2964,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_c8376_49cce_43f27_29138_e72cc
2965,authorID_c8376_49cce_43f27_29138_e72cc,authorID_9f484_139a2_7415a_e2e86_12bf6
2966,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_d48ff_4b2f6_8a10f_d7c86_f185a
2967,authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_9f484_139a2_7415a_e2e86_12bf6
2968,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_38b2d_03f32_56502_b1e9d_b02b2
2969,authorID_38b2d_03f32_56502_b1e9d_b02b2,authorID_9f484_139a2_7415a_e2e86_12bf6
2970,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_82416_49609_f88cc_d2a0a_5b233
2971,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_9f484_139a2_7415a_e2e86_12bf6
2972,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_c2356_069e9_d1e79_ca924_37815
2973,authorID_c2356_069e9_d1e79_ca924_37815,authorID_9f484_139a2_7415a_e2e86_12bf6
2974,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_7559c_a4a95_7c8c8_2ba04_781cd
2975,authorID_7559c_a4a95_7c8c8_2ba04_781cd,authorID_9f484_139a2_7415a_e2e86_12bf6
2976,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_7b697_59630_f869f_27238_75f87
2977,authorID_7b697_59630_f869f_27238_75f87,authorID_9f484_139a2_7415a_e2e86_12bf6
2978,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_f3282_8acec_b4282_c87ea_a554d
2979,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_9f484_139a2_7415a_e2e86_12bf6
2980,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_6aac0_cf87a_32e63_15361_22c3f
2981,authorID_6aac0_cf87a_32e63_15361_22c3f,authorID_9f484_139a2_7415a_e2e86_12bf6
2982,authorID_9f484_139a2_7415a_e2e86_12bf6,authorID_9512d_95d00_d61bd_ec03d_2b99d
2983,authorID_9512d_95d00_d61bd_ec03d_2b99d,authorID_9f484_139a2_7415a_e2e86_12bf6
2984,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_96061_e92f5_8e4bd_cdee7_3df36
2985,authorID_96061_e92f5_8e4bd_cdee7_3df36,authorID_8b940_be7fb_78aaa_6b656_7dd7a
2986,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_eaa06_89a09_5d439_4a05f_b51b8
2987,authorID_eaa06_89a09_5d439_4a05f_b51b8,authorID_8b940_be7fb_78aaa_6b656_7dd7a
2988,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_6f4b6_61212_5fb3a_0daec_d2799
2989,authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_8b940_be7fb_78aaa_6b656_7dd7a
2990,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_3f980_7cb9a_e9fb6_c3094_2af61
2991,authorID_3f980_7cb9a_e9fb6_c3094_2af61,authorID_8b940_be7fb_78aaa_6b656_7dd7a
2992,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_8bd9c_0d453_53375_7387e_d019c
2993,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_8b940_be7fb_78aaa_6b656_7dd7a
2994,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_2858d_cd105_7d3ea_e7f7d_5f782
2995,authorID_2858d_cd105_7d3ea_e7f7d_5f782,authorID_8b940_be7fb_78aaa_6b656_7dd7a
2996,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_28117_45d7b_8d887_4f6e6_53d17
2997,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_8b940_be7fb_78aaa_6b656_7dd7a
2998,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_48449_a14a4_ff7d7_9bb7a_1b6f3
2999,authorID_48449_a14a4_ff7d7_9bb7a_1b6f3,authorID_8b940_be7fb_78aaa_6b656_7dd7a
3000,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_14063_69760_3e22d_600d3_36bee
3001,authorID_14063_69760_3e22d_600d3_36bee,authorID_8b940_be7fb_78aaa_6b656_7dd7a
3002,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_482d9_673cf_ee5de_391f9_7fde4
3003,authorID_482d9_673cf_ee5de_391f9_7fde4,authorID_8b940_be7fb_78aaa_6b656_7dd7a
3004,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_98010_bd927_0f9b1_00b62_14a21
3005,authorID_98010_bd927_0f9b1_00b62_14a21,authorID_8b940_be7fb_78aaa_6b656_7dd7a
3006,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_f5ca3_8f748_a1d6e_af726_b8a42
3007,authorID_f5ca3_8f748_a1d6e_af726_b8a42,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3008,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_226f7_6b55a_cb497_01e06_ded1d
3009,authorID_226f7_6b55a_cb497_01e06_ded1d,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3010,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_86573_6a1c3_0a82d_c67ab_a8203
3011,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3012,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_8ede6_b2634_3305e_05c3c_0029f
3013,authorID_8ede6_b2634_3305e_05c3c_0029f,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3014,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_3c152_85c04_fff40_024bb_8714b
3015,authorID_3c152_85c04_fff40_024bb_8714b,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3016,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_45235_40f15_04cd1_7100c_4835e
3017,authorID_45235_40f15_04cd1_7100c_4835e,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3018,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_3d914_f9348_c9cc0_ff8a7_97167
3019,authorID_3d914_f9348_c9cc0_ff8a7_97167,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3020,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_802b9_06a18_591ea_d8a6d_d809b
3021,authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3022,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_6e400_1871c_0cf27_c7634_ef1dc
3023,authorID_6e400_1871c_0cf27_c7634_ef1dc,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3024,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_a4e98_7d175_84557_e2fbe_d011c
3025,authorID_a4e98_7d175_84557_e2fbe_d011c,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3026,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8,authorID_efd96_aedf3_77e20_afd95_285a7
3027,authorID_efd96_aedf3_77e20_afd95_285a7,authorID_f6e0a_1e2ac_41945_a9aa7_ff8a8
3028,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_9512d_95d00_d61bd_ec03d_2b99d
3029,authorID_9512d_95d00_d61bd_ec03d_2b99d,authorID_82416_49609_f88cc_d2a0a_5b233
3030,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_6b86b_273ff_34fce_19d6b_804ef
3031,authorID_6b86b_273ff_34fce_19d6b_804ef,authorID_82416_49609_f88cc_d2a0a_5b233
3032,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_7b697_59630_f869f_27238_75f87
3033,authorID_7b697_59630_f869f_27238_75f87,authorID_82416_49609_f88cc_d2a0a_5b233
3034,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_2858d_cd105_7d3ea_e7f7d_5f782
3035,authorID_2858d_cd105_7d3ea_e7f7d_5f782,authorID_82416_49609_f88cc_d2a0a_5b233
3036,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_c2356_069e9_d1e79_ca924_37815
3037,authorID_c2356_069e9_d1e79_ca924_37815,authorID_82416_49609_f88cc_d2a0a_5b233
3038,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_14063_69760_3e22d_600d3_36bee
3039,authorID_14063_69760_3e22d_600d3_36bee,authorID_82416_49609_f88cc_d2a0a_5b233
3040,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_f3282_8acec_b4282_c87ea_a554d
3041,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_82416_49609_f88cc_d2a0a_5b233
3042,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_e3d6c_4d459_9e008_82384_ca981
3043,authorID_e3d6c_4d459_9e008_82384_ca981,authorID_82416_49609_f88cc_d2a0a_5b233
3044,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_ea5b2_7556f_bb134_def2c_2fbf9
3045,authorID_ea5b2_7556f_bb134_def2c_2fbf9,authorID_82416_49609_f88cc_d2a0a_5b233
3046,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_6aac0_cf87a_32e63_15361_22c3f
3047,authorID_6aac0_cf87a_32e63_15361_22c3f,authorID_82416_49609_f88cc_d2a0a_5b233
3048,authorID_82416_49609_f88cc_d2a0a_5b233,authorID_7559c_a4a95_7c8c8_2ba04_781cd
3049,authorID_7559c_a4a95_7c8c8_2ba04_781cd,authorID_82416_49609_f88cc_d2a0a_5b233
3050,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_922c7_95421_6ccfe_7a61d_ef609
3051,authorID_922c7_95421_6ccfe_7a61d_ef609,authorID_52f11_620e3_97f86_7b7d9_f19e4
3052,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_76a50_887d8_f1c2e_93017_55428
3053,authorID_76a50_887d8_f1c2e_93017_55428,authorID_52f11_620e3_97f86_7b7d9_f19e4
3054,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b
3055,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b,authorID_52f11_620e3_97f86_7b7d9_f19e4
3056,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_13671_077b6_6a298_74a25_78b52
3057,authorID_13671_077b6_6a298_74a25_78b52,authorID_52f11_620e3_97f86_7b7d9_f19e4
3058,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_71a1c_003a2_b855d_85582_c8f6c
3059,authorID_71a1c_003a2_b855d_85582_c8f6c,authorID_52f11_620e3_97f86_7b7d9_f19e4
3060,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_8d27b_a37c5_d8101_06b55_f3fd6
3061,authorID_8d27b_a37c5_d8101_06b55_f3fd6,authorID_52f11_620e3_97f86_7b7d9_f19e4
3062,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_c8376_49cce_43f27_29138_e72cc
3063,authorID_c8376_49cce_43f27_29138_e72cc,authorID_52f11_620e3_97f86_7b7d9_f19e4
3064,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_c75d3_f1f5b_cd691_4d033_1ce5e
3065,authorID_c75d3_f1f5b_cd691_4d033_1ce5e,authorID_52f11_620e3_97f86_7b7d9_f19e4
3066,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_6f4b6_61212_5fb3a_0daec_d2799
3067,authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_52f11_620e3_97f86_7b7d9_f19e4
3068,authorID_52f11_620e3_97f86_7b7d9_f19e4,authorID_07919_63ca2_667a2_3cf32_68ad2
3069,authorID_07919_63ca2_667a2_3cf32_68ad2,authorID_52f11_620e3_97f86_7b7d9_f19e4
3070,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_7f0a2_2117f_8fe01_72cf9_209ff
3071,authorID_7f0a2_2117f_8fe01_72cf9_209ff,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
3072,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_031b4_af519_7ec30_a926f_48cf4
3073,authorID_031b4_af519_7ec30_a926f_48cf4,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
3074,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_27bad_c983d_f1780_b60c2_b3fa9
3075,authorID_27bad_c983d_f1780_b60c2_b3fa9,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
3076,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_fc95c_e1766_03e9e_1d1ff_ee390
3077,authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
3078,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_33512_00784_0ced1_bb0aa_b68f4
3079,authorID_33512_00784_0ced1_bb0aa_b68f4,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
3080,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_44c80_31cb0_36a73_50d8b_9b860
3081,authorID_44c80_31cb0_36a73_50d8b_9b860,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
3082,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_f0bc3_18fb8_965ca_d8d73_d578c
3083,authorID_f0bc3_18fb8_965ca_d8d73_d578c,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
3084,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_d874e_4e4a5_df211_73b0f_83e31
3085,authorID_d874e_4e4a5_df211_73b0f_83e31,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
3086,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_27d71_9c754_aacd4_92a6d_c8a1b
3087,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
3088,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_0fd42_b3f73_c448b_34940_b339f
3089,authorID_0fd42_b3f73_c448b_34940_b339f,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
3090,authorID_2747b_7c718_564ba_5f066_f0523,authorID_766cb_53c75_3baed_ac5dc_78259
3091,authorID_766cb_53c75_3baed_ac5dc_78259,authorID_2747b_7c718_564ba_5f066_f0523
3092,authorID_2747b_7c718_564ba_5f066_f0523,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18
3093,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18,authorID_2747b_7c718_564ba_5f066_f0523
3094,authorID_2747b_7c718_564ba_5f066_f0523,authorID_5f9c4_ab08c_ac745_7e911_1a30e
3095,authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_2747b_7c718_564ba_5f066_f0523
3096,authorID_2747b_7c718_564ba_5f066_f0523,authorID_5ef6f_df325_13aa7_cd11f_72bec
3097,authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_2747b_7c718_564ba_5f066_f0523
3098,authorID_2747b_7c718_564ba_5f066_f0523,authorID_68519_a9eca_55c68_c7265_8a2a1
3099,authorID_68519_a9eca_55c68_c7265_8a2a1,authorID_2747b_7c718_564ba_5f066_f0523
3100,authorID_2747b_7c718_564ba_5f066_f0523,authorID_3635a_91e3d_a857f_7847f_68185
3101,authorID_3635a_91e3d_a857f_7847f_68185,authorID_2747b_7c718_564ba_5f066_f0523
3102,authorID_2747b_7c718_564ba_5f066_f0523,authorID_f10d9_1a759_6bf5a_67735_79ff1
3103,authorID_f10d9_1a759_6bf5a_67735_79ff1,authorID_2747b_7c718_564ba_5f066_f0523
3104,authorID_2747b_7c718_564ba_5f066_f0523,authorID_058d5_d43bf_485bf_78dda_1ed4e
3105,authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_2747b_7c718_564ba_5f066_f0523
3106,authorID_2747b_7c718_564ba_5f066_f0523,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
3107,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_2747b_7c718_564ba_5f066_f0523
3108,authorID_2747b_7c718_564ba_5f066_f0523,authorID_19581_e27de_7ced0_0ff1c_e50b2
3109,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_2747b_7c718_564ba_5f066_f0523
3110,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_ea5b2_7556f_bb134_def2c_2fbf9
3111,authorID_ea5b2_7556f_bb134_def2c_2fbf9,authorID_f3282_8acec_b4282_c87ea_a554d
3112,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_7559c_a4a95_7c8c8_2ba04_781cd
3113,authorID_7559c_a4a95_7c8c8_2ba04_781cd,authorID_f3282_8acec_b4282_c87ea_a554d
3114,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_5426d_2ca50_f244f_b43fe_9eafc
3115,authorID_5426d_2ca50_f244f_b43fe_9eafc,authorID_f3282_8acec_b4282_c87ea_a554d
3116,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_2858d_cd105_7d3ea_e7f7d_5f782
3117,authorID_2858d_cd105_7d3ea_e7f7d_5f782,authorID_f3282_8acec_b4282_c87ea_a554d
3118,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_fc56d_bc6d4_652b3_15b86_b71c8
3119,authorID_fc56d_bc6d4_652b3_15b86_b71c8,authorID_f3282_8acec_b4282_c87ea_a554d
3120,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_c8376_49cce_43f27_29138_e72cc
3121,authorID_c8376_49cce_43f27_29138_e72cc,authorID_f3282_8acec_b4282_c87ea_a554d
3122,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_6aac0_cf87a_32e63_15361_22c3f
3123,authorID_6aac0_cf87a_32e63_15361_22c3f,authorID_f3282_8acec_b4282_c87ea_a554d
3124,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_14063_69760_3e22d_600d3_36bee
3125,authorID_14063_69760_3e22d_600d3_36bee,authorID_f3282_8acec_b4282_c87ea_a554d
3126,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_377ad_eb4cd_4096a_dc7ca_64b53
3127,authorID_377ad_eb4cd_4096a_dc7ca_64b53,authorID_f3282_8acec_b4282_c87ea_a554d
3128,authorID_f3282_8acec_b4282_c87ea_a554d,authorID_e3d6c_4d459_9e008_82384_ca981
3129,authorID_e3d6c_4d459_9e008_82384_ca981,authorID_f3282_8acec_b4282_c87ea_a554d
3130,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_3c152_85c04_fff40_024bb_8714b
3131,authorID_3c152_85c04_fff40_024bb_8714b,authorID_86573_6a1c3_0a82d_c67ab_a8203
3132,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_090d3_859ff_6840b_2280f_4708c
3133,authorID_090d3_859ff_6840b_2280f_4708c,authorID_86573_6a1c3_0a82d_c67ab_a8203
3134,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_802b9_06a18_591ea_d8a6d_d809b
3135,authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_86573_6a1c3_0a82d_c67ab_a8203
3136,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_9e6a7_2557a_da15d_02001_f024f
3137,authorID_9e6a7_2557a_da15d_02001_f024f,authorID_86573_6a1c3_0a82d_c67ab_a8203
3138,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_36790_ecd55_c2030_dc553_685be
3139,authorID_36790_ecd55_c2030_dc553_685be,authorID_86573_6a1c3_0a82d_c67ab_a8203
3140,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_a4e98_7d175_84557_e2fbe_d011c
3141,authorID_a4e98_7d175_84557_e2fbe_d011c,authorID_86573_6a1c3_0a82d_c67ab_a8203
3142,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_45235_40f15_04cd1_7100c_4835e
3143,authorID_45235_40f15_04cd1_7100c_4835e,authorID_86573_6a1c3_0a82d_c67ab_a8203
3144,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_05ada_863a4_cf966_0fd8c_68e22
3145,authorID_05ada_863a4_cf966_0fd8c_68e22,authorID_86573_6a1c3_0a82d_c67ab_a8203
3146,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_8527a_891e2_24136_950ff_32ca2
3147,authorID_8527a_891e2_24136_950ff_32ca2,authorID_86573_6a1c3_0a82d_c67ab_a8203
3148,authorID_86573_6a1c3_0a82d_c67ab_a8203,authorID_72440_a20f5_4075a_c43f5_1a2cf
3149,authorID_72440_a20f5_4075a_c43f5_1a2cf,authorID_86573_6a1c3_0a82d_c67ab_a8203
3150,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_5ef6f_df325_13aa7_cd11f_72bec
3151,authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_8bd9c_0d453_53375_7387e_d019c
3152,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_dbb1d_ed63b_c7073_2626c_5dfe6
3153,authorID_dbb1d_ed63b_c7073_2626c_5dfe6,authorID_8bd9c_0d453_53375_7387e_d019c
3154,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_0fd42_b3f73_c448b_34940_b339f
3155,authorID_0fd42_b3f73_c448b_34940_b339f,authorID_8bd9c_0d453_53375_7387e_d019c
3156,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_7688b_6ef52_55596_2d008_fff89
3157,authorID_7688b_6ef52_55596_2d008_fff89,authorID_8bd9c_0d453_53375_7387e_d019c
3158,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_da70d_fa4d9_f95ac_979f9_21e8e
3159,authorID_da70d_fa4d9_f95ac_979f9_21e8e,authorID_8bd9c_0d453_53375_7387e_d019c
3160,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_9a049_b03f6_fc40b_fcf2f_13632
3161,authorID_9a049_b03f6_fc40b_fcf2f_13632,authorID_8bd9c_0d453_53375_7387e_d019c
3162,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_f10d9_1a759_6bf5a_67735_79ff1
3163,authorID_f10d9_1a759_6bf5a_67735_79ff1,authorID_8bd9c_0d453_53375_7387e_d019c
3164,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_79bf0_8685d_3138f_9b109_c3546
3165,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_8bd9c_0d453_53375_7387e_d019c
3166,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_81178_6ad1a_e74ad_fdd20_dd037
3167,authorID_81178_6ad1a_e74ad_fdd20_dd037,authorID_8bd9c_0d453_53375_7387e_d019c
3168,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_67e9c_3aceb_b154a_282f3_26d4f
3169,authorID_67e9c_3aceb_b154a_282f3_26d4f,authorID_8bd9c_0d453_53375_7387e_d019c
3170,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_9cfd3_c755b_e26b4_e1645_918e2
3171,authorID_9cfd3_c755b_e26b4_e1645_918e2,authorID_4c970_004b0_678d4_39f17_7e77d
3172,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79
3173,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_4c970_004b0_678d4_39f17_7e77d
3174,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_377ad_eb4cd_4096a_dc7ca_64b53
3175,authorID_377ad_eb4cd_4096a_dc7ca_64b53,authorID_4c970_004b0_678d4_39f17_7e77d
3176,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_d59ec_ed1de_d07f8_4c145_592f6
3177,authorID_d59ec_ed1de_d07f8_4c145_592f6,authorID_4c970_004b0_678d4_39f17_7e77d
3178,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_b7a56_873cd_771f2_c446d_369b6
3179,authorID_b7a56_873cd_771f2_c446d_369b6,authorID_4c970_004b0_678d4_39f17_7e77d
3180,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_9a049_b03f6_fc40b_fcf2f_13632
3181,authorID_9a049_b03f6_fc40b_fcf2f_13632,authorID_4c970_004b0_678d4_39f17_7e77d
3182,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_5f9c4_ab08c_ac745_7e911_1a30e
3183,authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_4c970_004b0_678d4_39f17_7e77d
3184,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_f57e5_cb1f4_532c0_08183_057ec
3185,authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_4c970_004b0_678d4_39f17_7e77d
3186,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_7f0a2_2117f_8fe01_72cf9_209ff
3187,authorID_7f0a2_2117f_8fe01_72cf9_209ff,authorID_4c970_004b0_678d4_39f17_7e77d
3188,authorID_4c970_004b0_678d4_39f17_7e77d,authorID_0b918_943df_0962b_c7a18_24c05
3189,authorID_0b918_943df_0962b_c7a18_24c05,authorID_4c970_004b0_678d4_39f17_7e77d
3190,authorID_922c7_95421_6ccfe_7a61d_ef609,authorID_76a50_887d8_f1c2e_93017_55428
3191,authorID_76a50_887d8_f1c2e_93017_55428,authorID_922c7_95421_6ccfe_7a61d_ef609
3192,authorID_922c7_95421_6ccfe_7a61d_ef609,authorID_6f4b6_61212_5fb3a_0daec_d2799
3193,authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_922c7_95421_6ccfe_7a61d_ef609
3194,authorID_922c7_95421_6ccfe_7a61d_ef609,authorID_71a1c_003a2_b855d_85582_c8f6c
3195,authorID_71a1c_003a2_b855d_85582_c8f6c,authorID_922c7_95421_6ccfe_7a61d_ef609
3196,authorID_922c7_95421_6ccfe_7a61d_ef609,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79
3197,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_922c7_95421_6ccfe_7a61d_ef609
3198,authorID_922c7_95421_6ccfe_7a61d_ef609,authorID_8d27b_a37c5_d8101_06b55_f3fd6
3199,authorID_8d27b_a37c5_d8101_06b55_f3fd6,authorID_922c7_95421_6ccfe_7a61d_ef609
3200,authorID_922c7_95421_6ccfe_7a61d_ef609,authorID_9537f_32ec7_599e1_ae953_af6c9
